X1,Codigo_Op,programa_academico,ano_matric,periodo_matric,codigo_asignatura,Nombre.Asignatura,grupo,Forma_Ingreso,Ingreso,Ano_Ingreso,Periodo_Ingreso,Cod_Condicionalidad,Condicionalidad,ano_condicion,periodo_condicion,permanencia,semestre_matricula
1,189,10,2000,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2000,1,3,PFU,2000,1,1,1
2,189,10,2000,1,1587,QUIMICA GENERAL,S1,2,I.C.F.E.S.,2000,1,3,PFU,2000,1,1,1
3,189,10,2000,1,1403,MATEMATICAS I,ZZ,2,I.C.F.E.S.,2000,1,3,PFU,2000,1,1,1
4,186,10,2000,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,2
5,186,10,2001,1,1403,MATEMATICAS I,A2,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,3
6,186,10,2000,2,11008,ESTETICA COMPARADA DE LA MUSICA CON OTRAS ARTES,D,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,2
7,186,10,2001,1,1175,ZOOLOGIA I,H,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,3
8,186,10,2000,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,1
9,186,10,2000,2,3512,GEOLOGIA,K3,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,2
10,186,10,2000,1,1403,MATEMATICAS I,Q1,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,1
11,186,10,2000,1,1587,QUIMICA GENERAL,S1,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,1
12,186,10,2001,1,1587,QUIMICA GENERAL,S2,2,I.C.F.E.S.,2000,1,3,PFU,2001,1,3,3
13,266,10,2001,1,11050,METAMORFIANDO,0,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
14,266,10,2001,1,1403,MATEMATICAS I,A2,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
15,266,10,2001,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
16,266,10,2001,1,11102,CULTURA FISICA,J04,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
17,266,10,2001,1,3512,GEOLOGIA,K2,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
18,266,10,2001,1,1587,QUIMICA GENERAL,S1,2,I.C.F.E.S.,2001,1,3,PFU,2001,1,1,1
19,207,10,2000,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,2
20,207,10,2001,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,4
21,207,10,2002,1,1174,BOTANICA II,A1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,5
22,207,10,2000,2,11008,ESTETICA COMPARADA DE LA MUSICA CON OTRAS ARTES,D,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,2
23,207,10,2001,2,1181,ZOOLOGIA II,D,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,4
24,207,10,2001,2,1519,FUNDTOS.DE QCA. ORGANICA,D1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,4
25,207,10,2001,1,1175,ZOOLOGIA I,H,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,3
26,207,10,2000,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,1
27,207,10,2001,2,1408,MATEMATICAS II,H2,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,4
28,207,10,2001,1,4437,METODOLOGIA DE LA INVESTIGACION,H2,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,3
29,207,10,2002,1,1553,BIOQUIMICA I,J1,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,5
30,207,10,2000,2,3512,GEOLOGIA,K2,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,2
31,207,10,2000,2,1408,MATEMATICAS II,NP2,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,2
32,207,10,2002,1,1315,BIOFISICA I,O,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,5
33,207,10,2001,1,1587,QUIMICA GENERAL,S2,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,3
34,207,10,2000,1,1587,QUIMICA GENERAL,S3,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,1
35,207,10,2000,1,1403,MATEMATICAS I,ZZ,2,I.C.F.E.S.,2000,1,3,PFU,2002,1,5,1
36,243,10,2001,1,11050,METAMORFIANDO,0,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
37,287,10,2001,1,11050,METAMORFIANDO,0,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
38,243,10,2001,1,1403,MATEMATICAS I,A2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
39,287,10,2001,1,1403,MATEMATICAS I,A2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
40,243,10,2001,2,2101,DIBUJO A MANO ALZADA,B1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,2
41,243,10,2001,2,1519,FUNDTOS.DE QCA. ORGANICA,D2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,2
42,287,10,2001,2,1519,FUNDTOS.DE QCA. ORGANICA,D3,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,2
43,243,10,2001,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
44,287,10,2002,1,1553,BIOQUIMICA I,H1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
45,243,10,2001,2,1408,MATEMATICAS II,H1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,2
46,243,10,2002,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
47,287,10,2002,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
48,243,10,2001,1,11102,CULTURA FISICA,I01,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
49,287,10,2001,1,11102,CULTURA FISICA,J04,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
50,243,10,2002,1,1553,BIOQUIMICA I,J1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
51,243,10,2001,1,3512,GEOLOGIA,K1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
52,287,10,2001,1,3512,GEOLOGIA,K3,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
53,243,10,2002,1,4109,TALLER DEL LENGUAJE I,L1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
54,243,10,2002,1,1410,BIOESTADISTICA,O1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
55,287,10,2002,1,1403,MATEMATICAS I,O1,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,3
56,287,10,2001,1,1587,QUIMICA GENERAL,S2,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
57,243,10,2001,1,1587,QUIMICA GENERAL,S3,2,I.C.F.E.S.,2001,1,3,PFU,2002,1,3,1
58,310,10,2002,1,11050,METAMORFIANDO,A1,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
59,310,10,2002,1,11102,CULTURA FISICA,A10,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
60,310,10,2002,1,1587,QUIMICA GENERAL,H2,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
61,310,10,2002,1,1172,BIOLOGIA GENERAL,H3,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
62,310,10,2002,1,3512,GEOLOGIA,K2,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
63,310,10,2002,1,1403,MATEMATICAS I,O1,2,I.C.F.E.S.,2002,1,3,PFU,2002,1,1,1
64,301,10,2002,2,1173,BOTANICA I,A,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,2
65,301,10,2003,1,1174,BOTANICA II,A,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,3
66,301,10,2002,1,11050,METAMORFIANDO,A1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
67,301,10,2002,1,11102,CULTURA FISICA,A10,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
68,301,10,2002,2,1175,ZOOLOGIA I,B,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,2
69,301,10,2003,1,1181,ZOOLOGIA II,D1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,3
70,301,10,2002,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
71,301,10,2002,2,1408,MATEMATICAS II,H1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,2
72,301,10,2002,1,1587,QUIMICA GENERAL,H1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
73,301,10,2002,1,3512,GEOLOGIA,K1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
74,301,10,2002,1,1403,MATEMATICAS I,O1,2,I.C.F.E.S.,2002,1,3,PFU,2003,1,3,1
75,267,10,2001,1,11050,METAMORFIANDO,0,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
76,267,10,2001,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
77,267,10,2001,2,1173,BOTANICA I,A2,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,2
78,267,10,2001,2,1175,ZOOLOGIA I,B,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,2
79,267,10,2001,2,1519,FUNDTOS.DE QCA. ORGANICA,D1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,2
80,267,10,2004,1,1553,BIOQUIMICA I,D2,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,7
81,267,10,2002,1,1553,BIOQUIMICA I,H1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,3
82,267,10,2001,2,1408,MATEMATICAS II,H1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,2
83,267,10,2004,1,4437,METODOLOGIA DE LA INVESTIGACION,H1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,7
84,267,10,2001,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
85,267,10,2004,1,4409,ANTROPOLOGIA,H3,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,7
86,267,10,2001,1,11102,CULTURA FISICA,J01,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
87,267,10,2001,1,3512,GEOLOGIA,K2,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
88,267,10,2002,1,1315,BIOFISICA I,O,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,3
89,267,10,2002,1,1410,BIOESTADISTICA,O1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,3
90,267,10,2001,1,1587,QUIMICA GENERAL,S1,2,I.C.F.E.S.,2001,1,3,PFU,2004,1,7,1
91,332,10,2003,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
92,359,10,2003,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
93,367,10,2003,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
94,332,10,2003,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
95,359,10,2003,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
96,367,10,2003,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
97,332,10,2004,1,1174,BOTANICA II,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
98,367,10,2004,1,1174,BOTANICA II,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
99,332,10,2003,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
100,367,10,2003,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
101,332,10,2003,1,11050,METAMORFIANDO,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
102,359,10,2003,1,11050,METAMORFIANDO,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
103,367,10,2003,1,11050,METAMORFIANDO,A1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
104,332,10,2004,1,1587,QUIMICA GENERAL,B1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
105,332,10,2003,2,1175,ZOOLOGIA I,B1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
106,359,10,2003,1,1587,QUIMICA GENERAL,B2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
107,359,10,2003,2,1175,ZOOLOGIA I,B2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
108,367,10,2003,2,1175,ZOOLOGIA I,B2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
109,367,10,2003,1,1587,QUIMICA GENERAL,B3,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
110,359,10,2004,1,1587,QUIMICA GENERAL,B3,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
111,332,10,2003,1,11102,CULTURA FISICA,C01,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
112,359,10,2003,1,11102,CULTURA FISICA,C06,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
113,332,10,2004,1,1315,BIOFISICA I,D,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
114,332,10,2004,1,1181,ZOOLOGIA II,D,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
115,359,10,2004,1,11114,NATACION,D03,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
116,367,10,2003,2,1519,FUNDTOS.DE QCA. ORGANICA,D1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
117,367,10,2004,1,1553,BIOQUIMICA I,D2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
118,359,10,2003,2,4409,ANTROPOLOGIA,H1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
119,332,10,2003,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
120,359,10,2003,2,4437,METODOLOGIA DE LA INVESTIGACION,H1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
121,359,10,2003,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
122,367,10,2003,1,1172,BIOLOGIA GENERAL,H3,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
123,367,10,2003,1,11102,CULTURA FISICA,J04,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
124,367,10,2004,1,11102,CULTURA FISICA,J11,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
125,359,10,2004,1,2131,GEOMETRIA DESCRIPTIVA I,K2,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
126,332,10,2003,1,3512,GEOLOGIA,L1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
127,359,10,2004,1,1403,MATEMATICAS I,L1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,3
128,332,10,2003,2,1408,MATEMATICAS II,L1,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,2
129,359,10,2003,1,3512,GEOLOGIA,L3,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
130,367,10,2003,1,3512,GEOLOGIA,L3,2,I.C.F.E.S.,2003,1,3,PFU,2004,1,3,1
131,376,10,2004,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
132,388,10,2004,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
133,392,10,2004,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
134,376,10,2004,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
135,388,10,2004,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
136,392,10,2004,1,11440,PROPUESTA UIS,A,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
137,376,10,2004,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
138,388,10,2004,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
139,392,10,2004,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
140,376,10,2004,1,1587,QUIMICA GENERAL,B2,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
141,388,10,2004,1,1587,QUIMICA GENERAL,B3,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
142,392,10,2004,1,1587,QUIMICA GENERAL,B3,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
143,376,10,2004,1,11102,CULTURA FISICA,C02,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
144,388,10,2004,1,11102,CULTURA FISICA,C04,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
145,392,10,2004,1,11102,CULTURA FISICA,C06,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
146,376,10,2004,1,3512,GEOLOGIA,D1,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
147,388,10,2004,1,3512,GEOLOGIA,D2,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
148,392,10,2004,1,3512,GEOLOGIA,D2,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
149,376,10,2004,1,1172,BIOLOGIA GENERAL,H1,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
150,388,10,2004,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
151,392,10,2004,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2004,1,3,PFU,2004,1,1,1
152,433,10,2005,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
153,455,10,2005,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
154,462,10,2005,1,11050,METAMORFIANDO,A,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
155,433,10,2005,1,1403,MATEMATICAS I,A1,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
156,455,10,2005,1,11102,CULTURA FISICA,A18,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
157,462,10,2005,1,11102,CULTURA FISICA,A18,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
158,455,10,2005,1,1587,QUIMICA GENERAL,A2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
159,462,10,2005,1,1587,QUIMICA GENERAL,A2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
160,433,10,2005,1,3512,GEOLOGIA,B1,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
161,455,10,2005,1,3512,GEOLOGIA,B2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
162,462,10,2005,1,3512,GEOLOGIA,B2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
163,433,10,2005,1,1587,QUIMICA GENERAL,B2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
164,433,10,2005,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
165,455,10,2005,1,1172,BIOLOGIA GENERAL,H2,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
166,462,10,2005,1,1172,BIOLOGIA GENERAL,H3,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
167,433,10,2005,1,11102,CULTURA FISICA,K06,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
168,455,10,2005,1,1403,MATEMATICAS I,L1,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
169,462,10,2005,1,1403,MATEMATICAS I,L1,2,I.C.F.E.S.,2005,1,3,PFU,2005,1,1,1
170,227,10,2004,1,1133,ANALISIS DE LA EXPRESION GENETICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
171,227,10,2005,1,1117,ANALISIS FENOTIPICO,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
172,227,10,2004,2,1141,APLIC.DEL ADN RECOMBIN.EN BIOTECNOLOGIA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
173,191,10,2002,1,1318,BIOFISICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
174,212,10,2002,1,1318,BIOFISICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
175,216,10,2002,1,1318,BIOFISICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
176,227,10,2002,1,1318,BIOFISICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
177,212,10,2003,1,1183,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,7
178,216,10,2003,1,1183,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,7
179,191,10,2004,1,1183,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
180,216,10,2001,2,1173,BOTANICA I,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,4
181,191,10,2002,1,1174,BOTANICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
182,227,10,2002,1,1174,BOTANICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
183,212,10,2004,1,1136,ENTOMOLOGIA AVANZADA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
184,212,10,2005,1,1138,ENTOMOLOGIA ECONOMICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
185,212,10,2003,1,4301,ETICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,7
186,216,10,2005,2,20078,EVOLUCION,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,12
187,191,10,2004,1,1144,FLORISTICA I,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
188,216,10,2004,1,1144,FLORISTICA I,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
189,191,10,2004,2,1145,FLORISTICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
190,216,10,2004,2,1145,FLORISTICA II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
191,191,10,2005,1,11033,FLORISTICA III,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
192,216,10,2005,1,11033,FLORISTICA III,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
193,227,10,2004,1,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,9
194,191,10,2005,1,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
195,216,10,2005,1,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
196,191,10,2004,2,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
197,212,10,2004,2,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
198,216,10,2004,2,6101,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
199,191,10,2006,1,20000,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
200,212,10,2006,1,20000,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
201,216,10,2006,1,20000,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
202,227,10,2006,1,20000,PROYECTO DE GRADO I.,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
203,191,10,2006,1,20001,PROYECTO DE GRADO II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
204,212,10,2006,1,20001,PROYECTO DE GRADO II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
205,216,10,2006,1,20001,PROYECTO DE GRADO II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
206,227,10,2006,1,20001,PROYECTO DE GRADO II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,13
207,212,10,2005,2,20001,PROYECTO DE GRADO II,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,12
208,212,10,2003,2,1184,SISTEMATICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,8
209,191,10,2004,2,1184,SISTEMATICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
210,227,10,2004,2,1184,SISTEMATICA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
211,212,10,2004,2,1137,TAXONOMIA HEXAPODA,A,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,10
212,191,10,2001,1,1410,BIOESTADISTICA,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,3
213,212,10,2001,1,1410,BIOESTADISTICA,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,3
214,216,10,2001,1,1410,BIOESTADISTICA,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,3
215,227,10,2001,1,1410,BIOESTADISTICA,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,3
216,227,10,2003,1,1183,BIOLOGIA DEL DESARROLLO,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,7
217,216,10,2000,2,1173,BOTANICA I,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,2
218,216,10,2002,1,1174,BOTANICA II,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,5
219,212,10,2002,2,1187,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,6
220,227,10,2002,2,1187,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,6
221,216,10,2005,1,1184,SISTEMATICA,A1,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,11
222,212,10,2000,2,1173,BOTANICA I,A2,2,I.C.F.E.S.,2000,1,7,GRADUADO,2006,1,13,2
