X1,Codigo_Op,programa_academico,ano_matric,periodo_matric,codigo_asignatura,Nombre.Asignatura,grupo,Forma_Ingreso,Ingreso,Ano_Ingreso,Periodo_Ingreso,Cod_Condicionalidad,Condicionalidad,ano_condicion,periodo_condicion,permanencia,semestre_matricula
8845,552,10,2017,2,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8846,623,10,2017,2,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8847,643,10,2017,2,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8848,646,10,2017,2,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8849,646,10,2012,1,20064,BIOLOGIA CELULAR,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8850,623,10,2013,1,20064,BIOLOGIA CELULAR,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,7
8851,552,10,2014,1,20064,BIOLOGIA CELULAR,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8852,643,10,2014,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8853,623,10,2015,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,12
8854,552,10,2017,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8855,646,10,2017,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,16
8856,646,10,2014,1,20069,BIOLOGIA DEL DESARROLLO,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8857,646,10,2015,1,20069,BIOLOGIA DEL DESARROLLO,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8858,552,10,2014,2,20071,BIOLOGIA MOLECULAR,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8859,643,10,2010,2,25367,BIOMOLECULAS,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8860,646,10,2010,2,25367,BIOMOLECULAS,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8861,552,10,2012,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8862,643,10,2012,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8863,552,10,2013,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8864,623,10,2013,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8865,646,10,2013,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8866,623,10,2015,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,12
8867,552,10,2016,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,14
8868,646,10,2016,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,14
8869,552,10,2014,2,20073,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8870,643,10,2013,2,20065,FISIOLOGIA VEGETAL,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8871,646,10,2013,2,20065,FISIOLOGIA VEGETAL,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8872,552,10,2014,2,20065,FISIOLOGIA VEGETAL,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8873,646,10,2015,2,25378,GENETICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,12
8874,643,10,2014,1,20075,GENETICA DE POBLACIONES,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8875,623,10,2015,1,20075,GENETICA DE POBLACIONES,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8876,552,10,2016,1,20075,GENETICA DE POBLACIONES,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,13
8877,643,10,2010,2,25368,GEOFISIOGRAFIA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8878,646,10,2012,1,25369,METABOLISMO,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8879,623,10,2013,1,25369,METABOLISMO,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,7
8880,643,10,2012,1,25375,METAPHYTA II,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8881,646,10,2012,1,25375,METAPHYTA II,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8882,643,10,2011,2,25373,METAZOOA I,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8883,646,10,2011,2,25373,METAZOOA I,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8884,623,10,2012,2,25373,METAZOOA I,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8885,623,10,2013,1,25376,METAZOOA II,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,7
8886,646,10,2014,1,25376,METAZOOA II,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8887,643,10,2012,2,20072,MICROBIOLOGIA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8888,552,10,2011,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8889,643,10,2011,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8890,646,10,2011,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8891,623,10,2012,1,25371,PROTISTA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8892,646,10,2010,1,25364,QUIMICA GENERAL,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8893,552,10,2015,1,25382,SEMINARIO DE INVESTIGACION,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8894,623,10,2015,1,20070,SISTEMATICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8895,552,10,2016,1,20070,SISTEMATICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,13
8896,646,10,2016,1,20070,SISTEMATICA,A1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,13
8897,643,10,2012,1,20064,BIOLOGIA CELULAR,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8898,623,10,2010,2,25367,BIOMOLECULAS,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8899,623,10,2013,2,20073,FISIOLOGIA ANIMAL,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8900,643,10,2013,2,20073,FISIOLOGIA ANIMAL,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8901,646,10,2013,2,20073,FISIOLOGIA ANIMAL,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8902,623,10,2013,2,20065,FISIOLOGIA VEGETAL,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8903,623,10,2010,2,25368,GEOFISIOGRAFIA,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8904,646,10,2010,2,25368,GEOFISIOGRAFIA,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8905,552,10,2011,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8906,643,10,2011,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8907,646,10,2011,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8908,623,10,2012,2,25372,METAPHYTA I,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8909,552,10,2011,2,25373,METAZOOA I,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8910,623,10,2013,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8911,646,10,2013,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8912,552,10,2014,2,20072,MICROBIOLOGIA,A2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8913,623,10,2012,2,25367,BIOMOLECULAS,A3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8914,552,10,2013,2,25367,BIOMOLECULAS,A3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8915,552,10,2012,1,25364,QUIMICA GENERAL,A3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8916,552,10,2013,1,25364,QUIMICA GENERAL,A4,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,7
8917,623,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8918,643,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8919,646,10,2010,1,24948,VIDA Y CULTURA UNIVERSITARIA,AD2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8920,646,10,2011,1,25370,HONGOS,B,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8921,552,10,2011,1,25364,QUIMICA GENERAL,B,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8922,623,10,2012,1,21283,GIMNASIA FORMATIVA,B01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8923,552,10,2013,1,23426,INGLES III,B01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,7
8924,643,10,2011,1,25367,BIOMOLECULAS,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8925,646,10,2011,1,25367,BIOMOLECULAS,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8926,552,10,2012,2,25377,ECOLOGIA,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8927,552,10,2011,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8928,643,10,2011,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8929,623,10,2012,1,25370,HONGOS,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8930,643,10,2011,2,25369,METABOLISMO,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8931,646,10,2011,2,25369,METABOLISMO,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8932,552,10,2011,2,21218,PROBLEMAS SOCIALES NACIONALES,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8933,643,10,2014,2,25382,SEMINARIO DE INVESTIGACION,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8934,646,10,2014,2,25382,SEMINARIO DE INVESTIGACION,B1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8935,623,10,2010,2,25366,BIOFISICA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8936,643,10,2010,2,25366,BIOFISICA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8937,646,10,2010,2,25366,BIOFISICA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8938,643,10,2013,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8939,623,10,2014,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8940,646,10,2014,2,25377,ECOLOGIA,B2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8941,643,10,2012,2,20071,BIOLOGIA MOLECULAR,B3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8942,623,10,2013,2,20071,BIOLOGIA MOLECULAR,B3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8943,646,10,2013,2,20071,BIOLOGIA MOLECULAR,B3,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8944,643,10,2013,2,25378,GENETICA,C1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8945,623,10,2014,2,25378,GENETICA,C2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8946,646,10,2014,2,25378,GENETICA,C2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8947,643,10,2010,1,23424,INGLES I,D01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8948,643,10,2015,1,23057,INGLES IV,D01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8949,646,10,2015,1,23426,INGLES III,D02,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,11
8950,646,10,2010,1,23424,INGLES I,D03,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8951,623,10,2017,1,23426,INGLES III,D03,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,15
8952,623,10,2012,1,23425,INGLES II,D07,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8953,552,10,2012,2,25366,BIOFISICA,D1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,6
8954,623,10,2010,1,23424,INGLES I,D11,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8955,552,10,2010,1,23425,INGLES II,D15,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8956,552,10,2014,1,25369,METABOLISMO,D2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8957,646,10,2012,1,21004,HISTORIA DE COLOMBIA,G1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8958,552,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8959,623,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8960,643,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8961,646,10,2010,1,25362,INTRODUCCION A LA BIOLOGIA,H,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8962,623,10,2014,1,21279,BALONCESTO (FEMENINO),H01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8963,646,10,2014,1,21279,BALONCESTO (FEMENINO),H01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8964,623,10,2014,2,21275,EL DEPORTE EN EL NUEVO MILENIO,H01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,10
8965,646,10,2011,1,21267,VOLEIBOL (FEMENINO),H01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8966,646,10,2010,2,23425,INGLES II,J02,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8967,646,10,2015,2,23057,INGLES IV,J02,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,12
8968,643,10,2011,1,21279,BALONCESTO (FEMENINO),J04,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8969,646,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,J07,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8970,552,10,2013,2,25366,BIOFISICA,J1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8971,623,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,J14,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8972,643,10,2010,2,25365,MATEMATICAS II,K,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8973,646,10,2010,2,25365,MATEMATICAS II,K,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8974,552,10,2010,1,25363,MATEMATICAS I,K1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8975,623,10,2010,1,25363,MATEMATICAS I,K1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8976,643,10,2010,1,25363,MATEMATICAS I,K1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8977,646,10,2010,1,25363,MATEMATICAS I,K2,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8978,646,10,2014,1,25379,BIOETICA,L,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8979,552,10,2013,2,23426,INGLES III,L01,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,8
8980,643,10,2011,1,23425,INGLES II,L02,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8981,643,10,2012,1,23426,INGLES III,L03,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,5
8982,552,10,2014,1,25379,BIOETICA,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8983,623,10,2014,1,25379,BIOETICA,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,9
8984,552,10,2011,2,25366,BIOFISICA,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8985,552,10,2011,1,25363,MATEMATICAS I,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,3
8986,552,10,2011,2,25365,MATEMATICAS II,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8987,643,10,2011,2,25365,MATEMATICAS II,L1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,4
8988,623,10,2010,1,23427,TALLER DE LENGUAJE,M1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8989,643,10,2010,1,23427,TALLER DE LENGUAJE,M1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8990,646,10,2010,1,23427,TALLER DE LENGUAJE,M1,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,1
8991,643,10,2010,2,23423,CULTURA FISICA Y DEPORTIVA,Z5,2,I.C.F.E.S.,2010,1,7,GRADUADO,2018,1,17,2
8992,691,10,2016,1,27970,ANALISIS DE DATOS BASICOS Y APLICADOS USANDO R,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,11
8993,691,10,2012,1,20064,BIOLOGIA CELULAR,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,3
8994,707,10,2012,1,20064,BIOLOGIA CELULAR,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,3
8995,691,10,2015,2,25490,BIOLOGIA COMPARADA I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,10
8996,691,10,2016,1,25491,BIOLOGIA COMPARADA II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,11
8997,719,10,2016,2,25381,BIOLOGIA DE LA CONSERVACION,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,12
8998,691,10,2015,1,20069,BIOLOGIA DEL DESARROLLO,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,9
8999,691,10,2014,1,26740,CAMBIO GLOBAL DEL AMBIENTE:UN PROBLEMA DISCIPLINARIO E INTEG,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9000,719,10,2014,1,26740,CAMBIO GLOBAL DEL AMBIENTE:UN PROBLEMA DISCIPLINARIO E INTEG,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9001,719,10,2015,1,25383,ECOLOGIA NUMERICA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,9
9002,719,10,2014,2,25389,ENTOMOLOGIA BASICA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9003,719,10,2016,2,25380,EVOLUCION,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,12
9004,719,10,2014,1,20073,FISIOLOGIA ANIMAL,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9005,691,10,2014,1,20075,GENETICA DE POBLACIONES,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9006,707,10,2014,1,20075,GENETICA DE POBLACIONES,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9007,719,10,2016,1,20075,GENETICA DE POBLACIONES,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,11
9008,691,10,2014,2,25390,HERPETOLOGIA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9009,707,10,2014,2,25390,HERPETOLOGIA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9010,707,10,2015,1,25484,HISTORIAS DE VIDA Y ECOLOG. REPRODUCTIVA COMPARADA DE VERTEB,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,9
9011,719,10,2012,1,25363,MATEMATICAS I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,3
9012,719,10,2012,2,25365,MATEMATICAS II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,4
9013,707,10,2013,1,25375,METAPHYTA II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,5
9014,719,10,2013,1,25375,METAPHYTA II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,5
9015,691,10,2013,1,25376,METAZOOA II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,5
9016,707,10,2013,1,25376,METAZOOA II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,5
9017,719,10,2015,2,25384,METOD. EN ANALISIS DE POBLACIONES DE VERTEBRADOS,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,10
9018,707,10,2014,2,25483,MORFOL.REPRODUCT.Y.DEL DESARROLLO DE VERTEBRADOS,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9019,691,10,2012,1,25371,PROTISTA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,3
9020,707,10,2012,1,25371,PROTISTA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,3
9021,707,10,2011,1,25364,QUIMICA GENERAL,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,1
9022,707,10,2014,1,20070,SISTEMATICA,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9023,707,10,2015,2,27803,TECNICAS DE CAMPO Y COLECCIONES BIOLOGICAS,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,10
9024,707,10,2016,1,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,11
9025,691,10,2017,1,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,13
9026,719,10,2017,1,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,13
9027,691,10,2016,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,12
9028,707,10,2016,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,12
9029,719,10,2016,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,12
9030,691,10,2017,2,25385,TRABAJO DE GRADO I,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,14
9031,707,10,2017,1,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,13
9032,691,10,2018,1,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,15
9033,707,10,2018,1,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,15
9034,719,10,2018,1,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,15
9035,707,10,2017,2,25386,TRABAJO DE GRADO II,A,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,14
9036,691,10,2016,1,23211,TENIS DE MESA,A02,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,11
9037,691,10,2015,2,23211,TENIS DE MESA,A02,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,10
9038,719,10,2013,1,20064,BIOLOGIA CELULAR,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,5
9039,691,10,2014,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9040,707,10,2014,2,25381,BIOLOGIA DE LA CONSERVACION,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9041,707,10,2014,1,20069,BIOLOGIA DEL DESARROLLO,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9042,719,10,2014,1,20069,BIOLOGIA DEL DESARROLLO,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,7
9043,691,10,2011,2,25367,BIOMOLECULAS,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,2
9044,691,10,2012,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,4
9045,707,10,2012,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,4
9046,719,10,2013,2,25374,ESTADISTICA,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,6
9047,691,10,2014,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,8
9048,707,10,2015,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,10
9049,719,10,2017,2,25380,EVOLUCION,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,14
9050,691,10,2013,2,20073,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,6
9051,707,10,2013,2,20073,FISIOLOGIA ANIMAL,A1,2,I.C.F.E.S.,2011,1,7,GRADUADO,2018,1,15,6
